Time,numa_numa_remote,numa_numa_local,numa_regular_remote,numa_regular_local,numa_reverse_remote,numa_reverse_local,regular_numa_remote,regular_numa_local,regular_regular_remote,regular_regular_local,regular_reverse_remote,regular_reverse_local
276.28473925,0,0,0,0,0,0,10056917,8439672,0,0,0,0
276.286042889,8909471,5422310,0,0,0,0,0,0,0,0,0,0
276.290676855,0,0,0,0,0,0,0,0,84226059,59179872,0,0
276.29506684,0,0,0,0,0,0,0,0,0,0,8258241,11336013
276.296641001,0,0,0,0,5684064,10178358,0,0,0,0,0,0
276.303912716,0,0,49588802,83447219,0,0,0,0,0,0,0,0
278.286520822,0,0,0,0,0,0,10884300,9098239,0,0,0,0
278.287857063,9780448,5785707,0,0,0,0,0,0,0,0,0,0
278.293158089,0,0,0,0,0,0,0,0,78275306,68058626,0,0
278.29684438,0,0,0,0,0,0,0,0,0,0,8406749,11398009
278.29900251,0,0,0,0,5635950,9587549,0,0,0,0,0,0
278.306159825,0,0,50789686,83445511,0,0,0,0,0,0,0,0
280.288738734,0,0,0,0,0,0,10429536,8942890,0,0,0,0
280.290078669,9165417,5598819,0,0,0,0,0,0,0,0,0,0
280.295208224,0,0,0,0,0,0,0,0,74845110,74070671,0,0
280.299066991,0,0,0,0,0,0,0,0,0,0,8416028,11151599
280.301454712,0,0,0,0,5721769,9743932,0,0,0,0,0,0
280.307909828,0,0,50883040,83765872,0,0,0,0,0,0,0,0
282.290519119,0,0,0,0,0,0,10552755,9155017,0,0,0,0
282.291841491,9980993,6028943,0,0,0,0,0,0,0,0,0,0
282.297630422,0,0,0,0,0,0,0,0,76394681,76690875,0,0
282.300843528,0,0,0,0,0,0,0,0,0,0,8972301,12026471
282.303523307,0,0,0,0,6106451,10580645,0,0,0,0,0,0
282.310157439,0,0,52307695,84309288,0,0,0,0,0,0,0,0
284.292742562,0,0,0,0,0,0,11280693,9771116,0,0,0,0
284.294055013,9450274,5877922,0,0,0,0,0,0,0,0,0,0
284.300108927,0,0,0,0,0,0,0,0,81068428,70446900,0,0
284.303068792,0,0,0,0,0,0,0,0,0,0,8794471,11470023
284.305978435,0,0,0,0,5978339,9939831,0,0,0,0,0,0
284.311912572,0,0,51812749,85873283,0,0,0,0,0,0,0,0
286.294518911,0,0,0,0,0,0,10901498,9609958,0,0,0,0
286.2958452,9637999,6023850,0,0,0,0,0,0,0,0,0,0
286.302152493,0,0,0,0,0,0,0,0,81101034,70663984,0,0
286.304841826,0,0,0,0,0,0,0,0,0,0,9061807,11641772
286.308043894,0,0,0,0,6228976,10444053,0,0,0,0,0,0
286.314157546,0,0,43652950,90180053,0,0,0,0,0,0,0,0
288.29674328,0,0,0,0,0,0,11457989,10134422,0,0,0,0
288.298075241,10456210,6439546,0,0,0,0,0,0,0,0,0,0
288.304646444,0,0,0,0,0,0,0,0,83455155,70438584,0,0
288.307082542,0,0,0,0,0,0,0,0,0,0,9788257,12627103
288.310468943,0,0,0,0,6290863,10518481,0,0,0,0,0,0
288.315913594,0,0,44282004,90873373,0,0,0,0,0,0,0,0
290.298520808,0,0,0,0,0,0,11498866,10289594,0,0,0,0
290.29984799,9807993,6309789,0,0,0,0,0,0,0,0,0,0
290.306681392,0,0,0,0,0,0,0,0,86520339,65799699,0,0
290.309387634,0,0,0,0,0,0,0,0,0,0,9651911,12078830
290.312565168,0,0,0,0,6289929,10326478,0,0,0,0,0,0
290.318164553,0,0,51539463,90573695,0,0,0,0,0,0,0,0
292.300742246,0,0,0,0,0,0,11439619,10365920,0,0,0,0
292.302075666,10382958,6796005,0,0,0,0,0,0,0,0,0,0
292.30915907,0,0,0,0,0,0,0,0,87841888,66442326,0,0
292.311930161,0,0,0,0,0,0,0,0,0,0,10206207,12799730
292.315003922,0,0,0,0,8100023,12266131,0,0,0,0,0,0
292.319912013,0,0,54772868,90230444,0,0,0,0,0,0,0,0
294.302520601,0,0,0,0,0,0,12213268,11005551,0,0,0,0
294.303843113,10248076,6776852,0,0,0,0,0,0,0,0,0,0
294.311214319,0,0,0,0,0,0,0,0,88874579,63198901,0,0
294.314431656,0,0,0,0,0,0,0,0,0,0,10115876,12407135
294.31747833,0,0,0,0,6682402,10580405,0,0,0,0,0,0
294.322198548,0,0,56181226,90440112,0,0,0,0,0,0,0,0
296.304749817,0,0,0,0,0,0,11828089,10986428,0,0,0,0
296.306064947,10157580,6861666,0,0,0,0,0,0,0,0,0,0
296.313633988,0,0,0,0,0,0,0,0,88571116,61083672,0,0
296.316866878,0,0,0,0,0,0,0,0,0,0,10326399,12502833
296.31952394,0,0,0,0,6855305,10660142,0,0,0,0,0,0
296.323913005,0,0,66396433,83581730,0,0,0,0,0,0,0,0
298.306519809,0,0,0,0,0,0,11838252,11134859,0,0,0,0
298.307843118,10990317,7364226,0,0,0,0,0,0,0,0,0,0
298.316109834,0,0,0,0,0,0,0,0,88462269,63314777,0,0
298.319397005,0,0,0,0,0,0,0,0,0,0,10964981,13304545
298.321967309,0,0,0,0,7341132,11515417,0,0,0,0,0,0
298.326156603,0,0,66779412,83588233,0,0,0,0,0,0,0,0
300.308753781,0,0,0,0,0,0,12646686,11878924,0,0,0,0
300.310067318,10482256,7261594,0,0,0,0,0,0,0,0,0,0
300.3181556,0,0,0,0,0,0,0,0,89891808,69543713,0,0
300.320844417,0,0,0,0,0,0,0,0,0,0,10854953,12826409
300.324043715,0,0,0,0,7252145,10968468,0,0,0,0,0,0
300.327911306,0,0,67723479,85929362,0,0,0,0,0,0,0,0
302.310520199,0,0,0,0,0,0,12224528,11787708,0,0,0,0
302.311844547,10635044,7431350,0,0,0,0,0,0,0,0,0,0
302.320637636,0,0,0,0,0,0,0,0,89992292,70598856,0,0
302.323068368,0,0,0,0,0,0,0,0,0,0,11385583,13419640
302.326478703,0,0,0,0,7725309,11833800,0,0,0,0,0,0
302.33014595,0,0,68047245,86217228,0,0,0,0,0,0,0,0
304.312748273,0,0,0,0,0,0,14281858,13586389,0,0,0,0
304.314075315,11575629,7983562,0,0,0,0,0,0,0,0,0,0
304.322684601,0,0,0,0,0,0,0,0,90067413,71762853,0,0
304.32538568,0,0,0,0,0,0,0,0,0,0,11585472,13468428
304.328564331,0,0,0,0,7603910,11249565,0,0,0,0,0,0
304.331914413,0,0,68249490,86693663,0,0,0,0,0,0,0,0
306.314520016,0,0,0,0,0,0,13149561,13218558,0,0,0,0
306.315842558,10922650,7784939,0,0,0,0,0,0,0,0,0,0
306.32518341,0,0,0,0,0,0,0,0,90702953,71947201,0,0
306.327823523,0,0,0,0,0,0,0,0,0,0,12233578,14187729
306.33099983,0,0,0,0,7727783,11335313,0,0,0,0,0,0
306.334154018,0,0,61593583,94364678,0,0,0,0,0,0,0,0
308.316740585,0,0,0,0,0,0,12795214,12939287,0,0,0,0
308.318077102,13424587,9945224,0,0,0,0,0,0,0,0,0,0
308.32720845,0,0,0,0,0,0,0,0,91746511,73172751,0,0
308.330178084,0,0,0,0,0,0,0,0,0,0,12600363,14560259
308.333445266,0,0,0,0,8232271,12136472,0,0,0,0,0,0
308.335913548,0,0,58856347,96330594,0,0,0,0,0,0,0,0
310.318520397,0,0,0,0,0,0,13618920,13789758,0,0,0,0
310.319845225,11081734,8122264,0,0,0,0,0,0,0,0,0,0
310.329634862,0,0,0,0,0,0,0,0,91594264,74327875,0,0
310.332432509,0,0,0,0,0,0,0,0,0,0,12398638,13941035
310.335519089,0,0,0,0,8173530,11647443,0,0,0,0,0,0
310.33814949,0,0,59526516,97163157,0,0,0,0,0,0,0,0
312.320746586,0,0,0,0,0,0,13123904,13515979,0,0,0,0
312.322077257,11243886,8326703,0,0,0,0,0,0,0,0,0,0
312.332121544,0,0,0,0,0,0,0,0,92466478,75002951,0,0
312.334980571,0,0,0,0,0,0,0,0,0,0,12653020,14080543
312.337956242,0,0,0,0,8528290,12197187,0,0,0,0,0,0
312.339911472,0,0,59363617,98152556,0,0,0,0,0,0,0,0
314.322520138,0,0,0,0,0,0,13796936,14200767,0,0,0,0
314.323843596,11971316,8830901,0,0,0,0,0,0,0,0,0,0
314.334160445,0,0,0,0,0,0,0,0,93944253,72507832,0,0
314.336844263,0,0,0,0,0,0,0,0,0,0,13318393,14859858
314.340049992,0,0,0,0,8695628,12070061,0,0,0,0,0,0
314.342171946,0,0,59909014,99276901,0,0,0,0,0,0,0,0
316.324737081,0,0,0,0,0,0,13666942,14338346,0,0,0,0
316.326064769,11545351,8789653,0,0,0,0,0,0,0,0,0,0
316.336644294,0,0,0,0,0,0,0,0,94620893,68169271,0,0
316.339072763,0,0,0,0,0,0,0,0,0,0,13240925,14428916
316.342498718,0,0,0,0,8795974,11981369,0,0,0,0,0,0
316.343914504,0,0,69572635,91630295,0,0,0,0,0,0,0,0
318.326520222,0,0,0,0,0,0,13718310,14540181,0,0,0,0
318.327845155,12277143,9370741,0,0,0,0,0,0,0,0,0,0
318.338686218,0,0,0,0,0,0,0,0,95313850,68777839,0,0
318.34084254,0,0,0,0,0,0,0,0,0,0,13887305,15147135
318.345048497,0,0,0,0,9263531,12781020,0,0,0,0,0,0
318.346161135,0,0,82448149,80202432,0,0,0,0,0,0,0,0
320.328738432,0,0,0,0,0,0,14483228,15397812,0,0,0,0
320.330078423,11792448,9228184,0,0,0,0,0,0,0,0,0,0
320.341185145,0,0,0,0,0,0,0,0,94392133,81140752,0,0
320.343069555,0,0,0,0,0,0,0,0,0,0,13790913,14700570
320.347513392,0,0,0,0,9220026,12383627,0,0,0,0,0,0
320.355911076,0,0,87080413,79834067,0,0,0,0,0,0,0,0
322.330519794,0,0,0,0,0,0,14119142,15216619,0,0,0,0
322.331845341,11893082,9430047,0,0,0,0,0,0,0,0,0,0
322.343213994,0,0,0,0,0,0,0,0,94615302,83437169,0,0
322.344843143,0,0,0,0,0,0,0,0,0,0,14132847,14919266
322.350312688,0,0,0,0,9370407,12412472,0,0,0,0,0,0
322.358158985,0,0,87685207,80168545,0,0,0,0,0,0,0,0
324.332723352,0,0,0,0,0,0,14322216,15626918,0,0,0,0
324.334073389,12755066,10145696,0,0,0,0,0,0,0,0,0,0
324.345629957,0,0,0,0,0,0,0,0,95097320,84532289,0,0
324.347073222,0,0,0,0,0,0,0,0,0,0,15080965,16003470
324.352573167,0,0,0,0,9928536,13294201,0,0,0,0,0,0
324.359911469,0,0,88886812,80720705,0,0,0,0,0,0,0,0
326.334520996,0,0,0,0,0,0,15094098,16396253,0,0,0,0
326.335843282,12188135,10046345,0,0,0,0,0,0,0,0,0,0
326.348163641,0,0,0,0,0,0,0,0,96159342,85803992,0,0
326.34884416,0,0,0,0,0,0,0,0,0,0,14799596,15306575
326.355000849,0,0,0,0,9791061,12743074,0,0,0,0,0,0
326.362208174,0,0,88414184,83253380,0,0,0,0,0,0,0,0
328.33703275,0,0,0,0,0,0,14745362,16318071,0,0,0,0
328.338070041,12578465,10542514,0,0,0,0,0,0,0,0,0,0
328.350669598,0,0,0,0,0,0,0,0,97001602,86073345,0,0
328.351057619,0,0,0,0,0,0,0,0,0,0,15349508,15830883
328.357451168,0,0,0,0,10316172,13425923,0,0,0,0,0,0
328.363912192,0,0,88142147,83483961,0,0,0,0,0,0,0,0
330.338519662,0,0,0,0,0,0,15532001,17307684,0,0,0,0
330.339844392,12844559,10797494,0,0,0,0,0,0,0,0,0,0
330.352843078,0,0,0,0,0,0,0,0,0,0,15406706,15741649
330.353166373,0,0,0,0,0,0,0,0,91614736,94108095,0,0
330.359522256,0,0,0,0,10312710,12917089,0,0,0,0,0,0
330.366154577,0,0,89104012,83990308,0,0,0,0,0,0,0,0
332.340746413,0,0,0,0,0,0,15180534,17150789,0,0,0,0
332.342074079,12587617,10837962,0,0,0,0,0,0,0,0,0,0
332.355064241,0,0,0,0,0,0,0,0,0,0,15656895,15778235
332.355206302,0,0,0,0,0,0,0,0,88356708,98609290,0,0
332.361963686,0,0,0,0,10583268,13106899,0,0,0,0,0,0
332.367923173,0,0,91129543,85352272,0,0,0,0,0,0,0,0
334.342521339,0,0,0,0,0,0,15403310,17680391,0,0,0,0
334.343843535,13429476,11636403,0,0,0,0,0,0,0,0,0,0
334.356845255,0,0,0,0,0,0,0,0,0,0,16391874,16549831
334.357627468,0,0,0,0,0,0,0,0,88906895,99637973,0,0
334.364054077,0,0,0,0,11195507,13852721,0,0,0,0,0,0
334.370171609,0,0,91382535,85173821,0,0,0,0,0,0,0,0
336.344744795,0,0,0,0,0,0,16240074,18777572,0,0,0,0
336.346069323,12810242,11447952,0,0,0,0,0,0,0,0,0,0
336.35907037,0,0,0,0,0,0,0,0,0,0,16565788,16587324
336.360098467,0,0,0,0,0,0,0,0,88969194,101350119,0,0
336.366494037,0,0,0,0,11158667,13360467,0,0,0,0,0,0
336.371914136,0,0,87250777,90884653,0,0,0,0,0,0,0,0
338.346519869,0,0,0,0,0,0,15935939,18658221,0,0,0,0
338.34784368,12942401,11694792,0,0,0,0,0,0,0,0,0,0
338.360844334,0,0,0,0,0,0,0,0,0,0,16671632,16385174
338.362161798,0,0,0,0,0,0,0,0,89564110,101400032,0,0
338.368568592,0,0,0,0,11700540,14078982,0,0,0,0,0,0
338.374166944,0,0,70673148,106899155,0,0,0,0,0,0,0,0
340.348752658,0,0,0,0,0,0,16586054,19621581,0,0,0,0
340.350072669,13711176,12374525,0,0,0,0,0,0,0,0,0,0
340.363075857,0,0,0,0,0,0,0,0,0,0,17824887,17576872
340.364650829,0,0,0,0,0,0,0,0,90521777,101506591,0,0
340.371001447,0,0,0,0,11606772,13741910,0,0,0,0,0,0
340.375910649,0,0,71510460,106653760,0,0,0,0,0,0,0,0
342.350519133,0,0,0,0,0,0,16389031,19703786,0,0,0,0
342.35184377,13215314,12265401,0,0,0,0,0,0,0,0,0,0
342.36539064,0,0,0,0,0,0,0,0,0,0,17921572,17350400
342.366680341,0,0,0,0,0,0,0,0,91860783,101414258,0,0
342.373453018,0,0,0,0,11834656,13779249,0,0,0,0,0,0
342.37815738,0,0,72875205,108039928,0,0,0,0,0,0,0,0
344.352747583,0,0,0,0,0,0,16496359,20001168,0,0,0,0
344.354072897,13989885,13027971,0,0,0,0,0,0,0,0,0,0
344.367828322,0,0,0,0,0,0,0,0,0,0,18766945,17989340
344.36916256,0,0,0,0,0,0,0,0,93166903,102474823,0,0
344.375525216,0,0,0,0,12465029,14511558,0,0,0,0,0,0
344.379910917,0,0,73013182,108102878,0,0,0,0,0,0,0,0
346.354519234,0,0,0,0,0,0,17241754,20831847,0,0,0,0
346.35584483,13504122,12915930,0,0,0,0,0,0,0,0,0,0
346.369908583,0,0,0,0,0,0,0,0,0,0,19442242,18397725
346.371634029,0,0,0,0,0,0,0,0,93689428,102710396,0,0
346.377971872,0,0,0,0,12498097,14000690,0,0,0,0,0,0
346.382156744,0,0,74032406,108559137,0,0,0,0,0,0,0,0
348.356746975,0,0,0,0,0,0,16890996,20755956,0,0,0,0
348.358075627,13541588,13063295,0,0,0,0,0,0,0,0,0,0
348.372350351,0,0,0,0,0,0,0,0,0,0,19132377,17809329
348.373607333,0,0,0,0,0,0,0,0,94093606,103313191,0,0
348.380032515,0,0,0,0,12792170,14139973,0,0,0,0,0,0
348.383912981,0,0,73437334,109818119,0,0,0,0,0,0,0,0
350.358519433,0,0,0,0,0,0,17127335,21142941,0,0,0,0
350.359844151,14251149,13809637,0,0,0,0,0,0,0,0,0,0
350.374431145,0,0,0,0,0,0,0,0,0,0,20124277,18784971
350.375847745,0,0,0,0,0,0,0,0,95927546,103235376,0,0
350.382263868,0,0,0,0,13388014,14813797,0,0,0,0,0,0
350.386142724,0,0,72886852,111862091,0,0,0,0,0,0,0,0
352.360737997,0,0,0,0,0,0,17801876,22029043,0,0,0,0
352.362073133,13818958,13848555,0,0,0,0,0,0,0,0,0,0
352.376861767,0,0,0,0,0,0,0,0,0,0,19862448,18225056
352.377606306,0,0,0,0,0,0,0,0,99197889,100486967,0,0
352.384570891,0,0,0,0,13416443,14332330,0,0,0,0,0,0
352.387910776,0,0,73062430,113851685,0,0,0,0,0,0,0,0
354.362519372,0,0,0,0,0,0,17473492,21937849,0,0,0,0
354.363846514,14215563,14295407,0,0,0,0,0,0,0,0,0,0
354.379870872,0,0,0,0,0,0,0,0,99883367,101093781,0,0
354.386998993,0,0,0,0,14217957,15117421,0,0,0,0,0,0
354.390151735,0,0,72241028,116379210,0,0,0,0,0,0,0,0
354.400842853,0,0,0,0,0,0,0,0,0,0,20954243,19098563
356.364754531,0,0,0,0,0,0,18226393,23012249,0,0,0,0
356.366067524,14304186,14630625,0,0,0,0,0,0,0,0,0,0
356.381610922,0,0,0,0,0,0,0,0,101888953,99191044,0,0
356.389481722,0,0,0,0,14080431,14592500,0,0,0,0,0,0
356.391910971,0,0,72777359,116292705,0,0,0,0,0,0,0,0
356.403088731,0,0,0,0,0,0,0,0,0,0,20829328,18767715
358.366519234,0,0,0,0,0,0,17965618,22903792,0,0,0,0
358.367844409,14145990,14696948,0,0,0,0,0,0,0,0,0,0
358.384194011,0,0,0,0,0,0,0,0,103091528,98176172,0,0
358.391523472,0,0,0,0,14461497,14685345,0,0,0,0,0,0
358.394646504,0,0,63976319,118833710,0,0,0,0,0,0,0,0
358.405386855,0,0,0,0,0,0,0,0,0,0,20885492,18620149
360.368749446,0,0,0,0,0,0,18195311,23350827,0,0,0,0
360.370074242,14843552,15573614,0,0,0,0,0,0,0,0,0,0
360.385607047,0,0,0,0,0,0,0,0,103715635,98852612,0,0
360.394100714,0,0,0,0,15251306,15459341,0,0,0,0,0,0
360.395914068,0,0,63355932,118712267,0,0,0,0,0,0,0,0
360.407825812,0,0,0,0,0,0,0,0,0,0,21907960,19420232
362.370520632,0,0,0,0,0,0,18976054,24391931,0,0,0,0
362.371844509,14362433,15605257,0,0,0,0,0,0,0,0,0,0
362.387857006,0,0,0,0,0,0,0,0,105444332,93645202,0,0
362.396562333,0,0,0,0,15249724,15078894,0,0,0,0,0,0
362.39814906,0,0,64774816,118970448,0,0,0,0,0,0,0,0
362.40991075,0,0,0,0,0,0,0,0,0,0,21872465,19195233
364.372748922,0,0,0,0,0,0,18695910,24298731,0,0,0,0
364.37406967,14485003,15798452,0,0,0,0,0,0,0,0,0,0
364.389608745,0,0,0,0,0,0,0,0,106010304,94428269,0,0
364.398985038,0,0,0,0,15981776,15648428,0,0,0,0,0,0
364.39991288,0,0,63357660,120989393,0,0,0,0,0,0,0,0
364.41235244,0,0,0,0,0,0,0,0,0,0,22229353,19359542
366.37452065,0,0,0,0,0,0,19485951,25537228,0,0,0,0
366.375845624,15162762,16794769,0,0,0,0,0,0,0,0,0,0
366.391855917,0,0,0,0,0,0,0,0,106688458,95153480,0,0
366.401207203,0,0,0,0,15900864,15212211,0,0,0,0,0,0
366.40214816,0,0,64037034,121673047,0,0,0,0,0,0,0,0
366.414435898,0,0,0,0,0,0,0,0,0,0,23241323,20100143
368.376742288,0,0,0,0,0,0,19239643,25398934,0,0,0,0
368.378071551,14688282,16468583,0,0,0,0,0,0,0,0,0,0
368.393609238,0,0,0,0,0,0,0,0,107198100,96439447,0,0
368.402981517,0,0,0,0,16185382,15324505,0,0,0,0,0,0
368.403918295,0,0,71975806,120685468,0,0,0,0,0,0,0,0
368.416867,0,0,0,0,0,0,0,0,0,0,23198628,19802853
370.378520327,0,0,0,0,0,0,19472141,25967402,0,0,0,0
370.37984314,15496043,17505296,0,0,0,0,0,0,0,0,0,0
370.395860921,0,0,0,0,0,0,0,0,107994454,93952580,0,0
370.405213791,0,0,0,0,16944111,16100560,0,0,0,0,0,0
370.406158716,0,0,77178122,119790573,0,0,0,0,0,0,0,0
370.419408508,0,0,0,0,0,0,0,0,0,0,24249086,20555965
372.380748436,0,0,0,0,0,0,20262887,27190723,0,0,0,0
372.382069925,14975133,17338230,0,0,0,0,0,0,0,0,0,0
372.397606677,0,0,0,0,0,0,0,0,107809127,101315583,0,0
372.407524772,0,0,0,0,16815479,15574715,0,0,0,0,0,0
372.407911441,0,0,77533750,120619807,0,0,0,0,0,0,0,0
372.420844481,0,0,0,0,0,0,0,0,0,0,24071846,20173442
374.382518308,0,0,0,0,0,0,19956294,26965381,0,0,0,0
374.383843446,15134645,17754536,0,0,0,0,0,0,0,0,0,0
374.399864046,0,0,0,0,0,0,0,0,108141568,103284738,0,0
374.409971411,0,0,0,0,17440668,15926505,0,0,0,0,0,0
374.410374054,0,0,67219969,124237091,0,0,0,0,0,0,0,0
374.423068729,0,0,0,0,0,0,0,0,0,0,24620119,20546266
376.384744288,0,0,0,0,0,0,20368896,27593697,0,0,0,0
376.38607656,15852729,18823377,0,0,0,0,0,0,0,0,0,0
376.401608958,0,0,0,0,0,0,0,0,109127534,102240467,0,0
376.412049945,0,0,0,0,17996477,16204211,0,0,0,0,0,0
376.412454598,0,0,67161171,125187658,0,0,0,0,0,0,0,0
376.424845005,0,0,0,0,0,0,0,0,0,0,25522216,21228293
378.386518941,0,0,0,0,0,0,20806165,28326599,0,0,0,0
378.387844157,15338232,18636872,0,0,0,0,0,0,0,0,0,0
378.40386242,0,0,0,0,0,0,0,0,109698968,91293276,0,0
378.414480807,0,0,0,0,18068256,15943857,0,0,0,0,0,0
378.414998115,0,0,68630923,127022794,0,0,0,0,0,0,0,0
378.427071574,0,0,0,0,0,0,0,0,0,0,25680201,21062531
380.388749071,0,0,0,0,0,0,20702219,28407462,0,0,0,0
380.390078037,15834732,19331242,0,0,0,0,0,0,0,0,0,0
380.405608108,0,0,0,0,0,0,0,0,110063421,92164644,0,0
380.416566156,0,0,0,0,19017773,16717253,0,0,0,0,0,0
380.416974171,0,0,65959398,129073450,0,0,0,0,0,0,0,0
380.428847848,0,0,0,0,0,0,0,0,0,0,26649405,21760758
382.390521423,0,0,0,0,0,0,21437089,29592736,0,0,0,0
382.39184427,15811456,19681843,0,0,0,0,0,0,0,0,0,0
382.407857257,0,0,0,0,0,0,0,0,112213127,101781904,0,0
382.4189969,0,0,0,0,18942018,16235174,0,0,0,0,0,0
382.419443818,0,0,66323187,129979727,0,0,0,0,0,0,0,0
382.431066345,0,0,0,0,0,0,0,0,0,0,26656825,21567057
384.392753045,0,0,0,0,0,0,21285687,29665303,0,0,0,0
384.394068143,15775331,19999796,0,0,0,0,0,0,0,0,0,0
384.409611738,0,0,0,0,0,0,0,0,113061690,105001872,0,0
384.421419494,0,0,0,0,19360587,16362902,0,0,0,0,0,0
384.42149807,0,0,66832867,131480017,0,0,0,0,0,0,0,0
384.432845399,0,0,0,0,0,0,0,0,0,0,27227544,21935162
386.394520211,0,0,0,0,0,0,21492975,30056116,0,0,0,0
386.39584532,16340318,20991741,0,0,0,0,0,0,0,0,0,0
386.411871577,0,0,0,0,0,0,0,0,113793633,105885121,0,0
386.423524544,0,0,0,0,20392895,16965314,0,0,0,0,0,0
386.423933542,0,0,67056284,131140499,0,0,0,0,0,0,0,0
386.435066124,0,0,0,0,0,0,0,0,0,0,28125303,22616063
388.396747467,0,0,0,0,0,0,22187803,31184762,0,0,0,0
388.39807831,15908288,20744797,0,0,0,0,0,0,0,0,0,0
388.413611188,0,0,0,0,0,0,0,0,113079247,107420128,0,0
388.42595359,0,0,0,0,20324622,16748030,0,0,0,0,0,0
388.426468613,0,0,71275652,131515389,0,0,0,0,0,0,0,0
388.436843502,0,0,0,0,0,0,0,0,0,0,28135044,22369481
390.398520626,0,0,0,0,0,0,21909395,31009859,0,0,0,0
390.399844253,16088173,21217692,0,0,0,0,0,0,0,0,0,0
390.416110488,0,0,0,0,0,0,0,0,113384425,107643887,0,0
390.426977447,0,0,0,0,21219077,17318500,0,0,0,0,0,0
390.428460325,0,0,80788375,129955976,0,0,0,0,0,0,0,0
390.439296529,0,0,0,0,0,0,0,0,0,0,29044161,22974203
392.400812254,0,0,0,0,0,0,22666599,32176860,0,0,0,0
392.402139665,16663250,22132884,0,0,0,0,0,0,0,0,0,0
392.418684915,0,0,0,0,0,0,0,0,113623314,108352021,0,0
392.429473067,0,0,0,0,21106106,16871701,0,0,0,0,0,0
392.430988244,0,0,82222397,129665333,0,0,0,0,0,0,0,0
392.4413867,0,0,0,0,0,0,0,0,0,0,29856674,23453830
394.402519836,0,0,0,0,0,0,22526419,32222822,0,0,0,0
394.403845234,16248564,22067308,0,0,0,0,0,0,0,0,0,0
394.421196257,0,0,0,0,0,0,0,0,114743433,108862270,0,0
394.43152419,0,0,0,0,21558456,16994103,0,0,0,0,0,0
394.432989855,0,0,84036830,130285667,0,0,0,0,0,0,0,0
394.44382938,0,0,0,0,0,0,0,0,0,0,29629217,23111253
396.4047444,0,0,0,0,0,0,22666921,32646894,0,0,0,0
396.406078976,16952846,23060124,0,0,0,0,0,0,0,0,0,0
396.42320903,0,0,0,0,0,0,0,0,115358373,109487906,0,0
396.433954911,0,0,0,0,22496424,17675041,0,0,0,0,0,0
396.435466412,0,0,78876956,132346430,0,0,0,0,0,0,0,0
396.445908872,0,0,0,0,0,0,0,0,0,0,30969296,23960716
398.406520699,0,0,0,0,0,0,23497356,33970871,0,0,0,0
398.407843982,16491684,22880903,0,0,0,0,0,0,0,0,0,0
398.425636632,0,0,0,0,0,0,0,0,115141549,110838983,0,0
398.436050868,0,0,0,0,22334153,17183744,0,0,0,0,0,0
398.437499904,0,0,72921441,133486807,0,0,0,0,0,0,0,0
398.448352383,0,0,0,0,0,0,0,0,0,0,31069807,23850883
400.40875063,0,0,0,0,0,0,23307168,33924025,0,0,0,0
400.410073546,16687051,23331785,0,0,0,0,0,0,0,0,0,0
400.428152991,0,0,0,0,0,0,0,0,115144493,111729047,0,0
400.438445165,0,0,0,0,23057074,17623130,0,0,0,0,0,0
400.439932876,0,0,75627671,131121059,0,0,0,0,0,0,0,0
400.450433861,0,0,0,0,0,0,0,0,0,0,31555834,24016199
402.410519219,0,0,0,0,0,0,23781942,34847743,0,0,0,0
402.411844163,17305301,24458011,0,0,0,0,0,0,0,0,0,0
402.429608083,0,0,0,0,0,0,0,0,115796251,112594156,0,0
402.440575276,0,0,0,0,23561638,17659789,0,0,0,0,0,0
402.442400085,0,0,76150983,131412482,0,0,0,0,0,0,0,0
402.452867092,0,0,0,0,0,0,0,0,0,0,32788806,24892058
404.412747494,0,0,0,0,0,0,24245081,35708244,0,0,0,0
404.414078793,16829900,24135159,0,0,0,0,0,0,0,0,0,0
404.432109134,0,0,0,0,0,0,0,0,116157957,113332168,0,0
404.442999547,0,0,0,0,23733135,17546247,0,0,0,0,0,0
404.44446299,0,0,81397616,133336516,0,0,0,0,0,0,0,0
404.455314717,0,0,0,0,0,0,0,0,0,0,32547252,24515346
406.415068269,0,0,0,0,0,0,24113712,35716512,0,0,0,0
406.415844988,17285190,25157247,0,0,0,0,0,0,0,0,0,0
406.434157601,0,0,0,0,0,0,0,0,116599549,113953507,0,0
406.445410598,0,0,0,0,24869688,18199650,0,0,0,0,0,0
406.446924868,0,0,87976654,132990210,0,0,0,0,0,0,0,0
406.456844003,0,0,0,0,0,0,0,0,0,0,33976359,25500358
408.417512346,0,0,0,0,0,0,25058696,37432757,0,0,0,0
408.418068897,17153298,25258884,0,0,0,0,0,0,0,0,0,0
408.436647763,0,0,0,0,0,0,0,0,116380734,115533891,0,0
408.446980112,0,0,0,0,24582214,17726351,0,0,0,0,0,0
408.448982623,0,0,87957718,133459259,0,0,0,0,0,0,0,0
408.459064569,0,0,0,0,0,0,0,0,0,0,34058358,25300995
410.419589902,0,0,0,0,0,0,24695829,36972271,0,0,0,0
410.41984444,17123660,25679741,0,0,0,0,0,0,0,0,0,0
410.438693567,0,0,0,0,0,0,0,0,114339335,119360906,0,0
410.449215493,0,0,0,0,25072783,17857817,0,0,0,0,0,0
410.451459221,0,0,90782619,132455669,0,0,0,0,0,0,0,0
410.460845309,0,0,0,0,0,0,0,0,0,0,34647323,25554089
