Time,numa_numa_remote,numa_numa_local,numa_regular_remote,numa_regular_local,numa_reverse_remote,numa_reverse_local,regular_numa_remote,regular_numa_local,regular_regular_remote,regular_regular_local,regular_reverse_remote,regular_reverse_local
140.147834051,0,0,0,0,0,0,0,0,13620015,27401507,0,0
140.148737472,0,0,0,0,0,0,2664347,1294923,0,0,0,0
140.149192666,0,0,0,0,1447303,3559144,0,0,0,0,0,0
140.150069867,3402914,1469522,0,0,0,0,0,0,0,0,0,0
140.150135092,0,0,21411312,22975649,0,0,0,0,0,0,0,0
140.151047908,0,0,0,0,0,0,0,0,0,0,1096153,2875012
142.149604983,0,0,0,0,0,0,0,0,14171032,28569163,0,0
142.150518821,0,0,0,0,0,0,2718503,1317196,0,0,0,0
142.150979815,0,0,0,0,1609920,4399595,0,0,0,0,0,0
142.151853359,4330543,1692685,0,0,0,0,0,0,0,0,0,0
142.15191224,0,0,21922321,22725763,0,0,0,0,0,0,0,0
142.152844006,0,0,0,0,0,0,0,0,0,0,1281097,3688740
144.151829622,0,0,0,0,0,0,0,0,14184684,29506732,0,0
144.152733972,0,0,0,0,0,0,3296093,1487045,0,0,0,0
144.153201532,0,0,0,0,1616945,4206990,0,0,0,0,0,0
144.154084768,3998515,1618118,0,0,0,0,0,0,0,0,0,0
144.15438506,0,0,23029285,23888035,0,0,0,0,0,0,0,0
144.155062353,0,0,0,0,0,0,0,0,0,0,1326538,3817752
146.153605928,0,0,0,0,0,0,0,0,14870009,30454484,0,0
146.154518892,0,0,0,0,0,0,2846450,1374090,0,0,0,0
146.154976572,0,0,0,0,1606112,4188165,0,0,0,0,0,0
146.15584822,4163761,1678830,0,0,0,0,0,0,0,0,0,0
146.156457918,0,0,23411136,23586459,0,0,0,0,0,0,0,0
146.156841679,0,0,0,0,0,0,0,0,0,0,1230706,3323149
148.155824823,0,0,0,0,0,0,0,0,15763291,31601339,0,0
148.156739323,0,0,0,0,0,0,3291482,1514097,0,0,0,0
148.157193302,0,0,0,0,1647804,4523127,0,0,0,0,0,0
148.158074173,4328796,1699068,0,0,0,0,0,0,0,0,0,0
148.158931675,0,0,23596449,24114974,0,0,0,0,0,0,0,0
148.159058177,0,0,0,0,0,0,0,0,0,0,1447871,4298570
150.157607555,0,0,0,0,0,0,0,0,16038297,32220391,0,0
150.158520439,0,0,0,0,0,0,3230556,1531475,0,0,0,0
150.15897859,0,0,0,0,1497058,3732346,0,0,0,0,0,0
150.159842619,3638434,1557615,0,0,0,0,0,0,0,0,0,0
150.160842127,0,0,0,0,0,0,0,0,0,0,1494991,4439969
150.160986694,0,0,23908306,25647958,0,0,0,0,0,0,0,0
152.159833103,0,0,0,0,0,0,0,0,17650211,32086574,0,0
152.160743156,0,0,0,0,0,0,3071539,1498639,0,0,0,0
152.161199593,0,0,0,0,1587333,4221224,0,0,0,0,0,0
152.162070467,4021494,1650268,0,0,0,0,0,0,0,0,0,0
152.163052863,0,0,0,0,0,0,0,0,0,0,1556292,4658365
152.163452472,0,0,24542683,25924240,0,0,0,0,0,0,0,0
154.16160683,0,0,0,0,0,0,0,0,21052422,30542599,0,0
154.162518053,0,0,0,0,0,0,3736304,1705868,0,0,0,0
154.162983072,0,0,0,0,1514987,3651078,0,0,0,0,0,0
154.163842059,3741927,1583262,0,0,0,0,0,0,0,0,0,0
154.164842549,0,0,0,0,0,0,0,0,0,0,1421763,3901417
154.165507667,0,0,26497636,26340189,0,0,0,0,0,0,0,0
156.163832682,0,0,0,0,0,0,0,0,21339268,30628328,0,0
156.164742654,0,0,0,0,0,0,3257680,1604430,0,0,0,0
156.165201054,0,0,0,0,1467246,3459727,0,0,0,0,0,0
156.166070676,3365697,1517741,0,0,0,0,0,0,0,0,0,0
156.167056827,0,0,0,0,0,0,0,0,0,0,1675074,4960878
156.167934438,0,0,30428919,22182288,0,0,0,0,0,0,0,0
158.165604693,0,0,0,0,0,0,0,0,22171694,31798315,0,0
158.166516417,0,0,0,0,0,0,3338671,1643093,0,0,0,0
158.166976688,0,0,0,0,1617553,4113263,0,0,0,0,0,0
158.167844056,3942810,1637039,0,0,0,0,0,0,0,0,0,0
158.168841909,0,0,0,0,0,0,0,0,0,0,1520794,4245384
158.170400964,0,0,31095824,22357837,0,0,0,0,0,0,0,0
160.167833051,0,0,0,0,0,0,0,0,25891071,29183897,0,0
160.168715896,0,0,0,0,0,0,4026357,1896052,0,0,0,0
160.169192826,0,0,0,0,1500536,3505996,0,0,0,0,0,0
160.170057449,3358160,1505478,0,0,0,0,0,0,0,0,0,0
160.171065577,0,0,0,0,0,0,0,0,0,0,1402021,3638921
160.172451518,0,0,33770211,20840473,0,0,0,0,0,0,0,0
162.170147797,0,0,0,0,0,0,0,0,28193817,27991696,0,0
162.170519183,0,0,0,0,0,0,3486469,1741157,0,0,0,0
162.170980581,0,0,0,0,1676950,4290483,0,0,0,0,0,0
162.171841005,3497167,1560244,0,0,0,0,0,0,0,0,0,0
162.172844649,0,0,0,0,0,0,0,0,0,0,1481009,3938741
162.174916284,0,0,35674822,18600343,0,0,0,0,0,0,0,0
164.172720709,0,0,0,0,0,0,0,0,26445896,31789468,0,0
164.172783979,0,0,0,0,0,0,4129666,1962992,0,0,0,0
164.173233666,0,0,0,0,1565830,3652453,0,0,0,0,0,0
164.17409838,4203197,1743665,0,0,0,0,0,0,0,0,0,0
164.175084471,0,0,0,0,0,0,0,0,0,0,1556655,4151718
164.176986105,0,0,36356199,18899457,0,0,0,0,0,0,0,0
166.174520656,0,0,0,0,0,0,3626369,1818677,0,0,0,0
166.174978822,0,0,0,0,1579017,3699635,0,0,0,0,0,0
166.175202226,0,0,0,0,0,0,0,0,25793988,33439563,0,0
166.175843336,3573739,1608245,0,0,0,0,0,0,0,0,0,0
166.176842737,0,0,0,0,0,0,0,0,0,0,1551718,3945844
166.179456782,0,0,36738039,20047986,0,0,0,0,0,0,0,0
168.176734773,0,0,0,0,0,0,3749519,1891696,0,0,0,0
168.177190644,0,0,0,0,1762376,4521171,0,0,0,0,0,0
168.177628394,0,0,0,0,0,0,0,0,25789034,35474247,0,0
168.178057872,4339769,1812703,0,0,0,0,0,0,0,0,0,0
168.179057199,0,0,0,0,0,0,0,0,0,0,1722430,4566923
168.181501266,0,0,36961182,20291637,0,0,0,0,0,0,0,0
170.178520242,0,0,0,0,0,0,4485389,2163474,0,0,0,0
170.178979767,0,0,0,0,1676629,3883167,0,0,0,0,0,0
170.179843281,3738655,1680464,0,0,0,0,0,0,0,0,0,0
170.180076537,0,0,0,0,0,0,0,0,22598008,38875573,0,0
170.180841575,0,0,0,0,0,0,0,0,0,0,1624284,4050266
170.183931318,0,0,36664055,22957275,0,0,0,0,0,0,0,0
172.180736588,0,0,0,0,0,0,3899819,1997951,0,0,0,0
172.181199752,0,0,0,0,1746132,4267109,0,0,0,0,0,0
172.182063575,3922348,1749474,0,0,0,0,0,0,0,0,0,0
172.182147037,0,0,0,0,0,0,0,0,22836374,40290431,0,0
172.183050533,0,0,0,0,0,0,0,0,0,0,1656565,4115000
172.186385683,0,0,33651216,26719598,0,0,0,0,0,0,0,0
174.182518624,0,0,0,0,0,0,4413137,2180424,0,0,0,0
174.182979329,0,0,0,0,1785658,4439924,0,0,0,0,0,0
174.183840858,4520035,1898144,0,0,0,0,0,0,0,0,0,0
174.184606048,0,0,0,0,0,0,0,0,26362127,39325413,0,0
174.184841429,0,0,0,0,0,0,0,0,0,0,1849721,4839142
174.188457462,0,0,34087815,27111833,0,0,0,0,0,0,0,0
176.184724757,0,0,0,0,0,0,4202840,2108085,0,0,0,0
176.185421403,0,0,0,0,1741440,4093404,0,0,0,0,0,0
176.186067651,3919469,1757324,0,0,0,0,0,0,0,0,0,0
176.186678329,0,0,0,0,0,0,0,0,29360010,37034745,0,0
176.187051954,0,0,0,0,0,0,0,0,0,0,1743273,4313337
176.190927085,0,0,32661604,31390499,0,0,0,0,0,0,0,0
178.186520137,0,0,0,0,0,0,4113916,2088561,0,0,0,0
178.187520653,0,0,0,0,1903431,4826453,0,0,0,0,0,0
178.187843915,4537084,1920436,0,0,0,0,0,0,0,0,0,0
178.188843154,0,0,0,0,0,0,0,0,0,0,1940606,4993582
178.189131518,0,0,0,0,0,0,0,0,30099323,37785888,0,0
178.192980495,0,0,30917250,33841541,0,0,0,0,0,0,0,0
180.18873933,0,0,0,0,0,0,4815397,2328977,0,0,0,0
180.189884458,0,0,0,0,1813626,4298450,0,0,0,0,0,0
180.190056091,4224992,1871007,0,0,0,0,0,0,0,0,0,0
180.191059665,0,0,0,0,0,0,0,0,0,0,1844974,4464252
180.19119562,0,0,0,0,0,0,0,0,34188576,36119966,0,0
180.19546301,0,0,31612205,35099069,0,0,0,0,0,0,0,0
182.190519721,0,0,0,0,0,0,4321782,2205157,0,0,0,0
182.191845141,4160321,1855726,0,0,0,0,0,0,0,0,0,0
182.192038793,0,0,0,0,1853132,4448574,0,0,0,0,0,0
182.192841959,0,0,0,0,0,0,0,0,0,0,1916770,4566751
182.193626006,0,0,0,0,0,0,0,0,34805701,36578634,0,0
182.197506264,0,0,27135854,39718274,0,0,0,0,0,0,0,0
184.192732231,0,0,0,0,0,0,4432487,2287629,0,0,0,0
184.194061166,4970346,2073372,0,0,0,0,0,0,0,0,0,0
184.194448071,0,0,0,0,2010394,5198968,0,0,0,0,0,0
184.195060243,0,0,0,0,0,0,0,0,0,0,2202958,5370784
184.196090561,0,0,0,0,0,0,0,0,43486487,32615853,0,0
184.199931735,0,0,27578726,40322819,0,0,0,0,0,0,0,0
186.194518502,0,0,0,0,0,0,5090189,2552623,0,0,0,0
186.195843816,4320368,1918998,0,0,0,0,0,0,0,0,0,0
186.196564998,0,0,0,0,1894366,4534912,0,0,0,0,0,0
186.19684162,0,0,0,0,0,0,0,0,0,0,2108675,4834426
186.197608543,0,0,0,0,0,0,0,0,46364557,27422712,0,0
186.202301148,0,0,28542125,41464755,0,0,0,0,0,0,0,0
188.196747666,0,0,0,0,0,0,4612875,2439998,0,0,0,0
188.19806128,4426949,1969711,0,0,0,0,0,0,0,0,0,0
188.198998491,0,0,0,0,2068625,5302019,0,0,0,0,0,0
188.199053931,0,0,0,0,0,0,0,0,0,0,2280016,5313646
188.200096014,0,0,0,0,0,0,0,0,47036147,27859239,0,0
188.204460799,0,0,28405212,41868110,0,0,0,0,0,0,0,0
190.19851895,0,0,0,0,0,0,5663367,2836931,0,0,0,0
190.19984252,5271359,2189732,0,0,0,0,0,0,0,0,0,0
190.200841479,0,0,0,0,0,0,0,0,0,0,2294614,5262935
190.201429352,0,0,0,0,1973921,4739072,0,0,0,0,0,0
190.201607757,0,0,0,0,0,0,0,0,43500686,37429695,0,0
190.206914502,0,0,29176261,42581203,0,0,0,0,0,0,0,0
192.200746791,0,0,0,0,0,0,4854600,2611146,0,0,0,0
192.202062776,4603132,2058013,0,0,0,0,0,0,0,0,0,0
192.20304428,0,0,0,0,0,0,0,0,0,0,2677704,6402012
192.203520178,0,0,0,0,2005937,4825652,0,0,0,0,0,0
192.204080583,0,0,0,0,0,0,0,0,40432569,40657795,0,0
192.207909535,0,0,35984150,37562566,0,0,0,0,0,0,0,0
194.202520546,0,0,0,0,0,0,5004651,2686983,0,0,0,0
194.203841734,5392019,2282669,0,0,0,0,0,0,0,0,0,0
194.204842264,0,0,0,0,0,0,0,0,0,0,2639770,6142868
194.205942059,0,0,0,0,2200419,5541254,0,0,0,0,0,0
194.206146778,0,0,0,0,0,0,0,0,40369411,41170348,0,0
194.210392821,0,0,36411140,37843021,0,0,0,0,0,0,0,0
196.204784172,0,0,0,0,0,0,5702613,2951256,0,0,0,0
196.206127196,4764867,2161593,0,0,0,0,0,0,0,0,0,0
196.207103587,0,0,0,0,0,0,0,0,0,0,2491301,5335614
196.20804192,0,0,0,0,2095831,4981183,0,0,0,0,0,0
196.208652598,0,0,0,0,0,0,0,0,31702058,53808680,0,0
196.212457337,0,0,35761069,40844716,0,0,0,0,0,0,0,0
198.206519697,0,0,0,0,0,0,5207218,2825515,0,0,0,0
198.207840222,4843184,2214650,0,0,0,0,0,0,0,0,0,0
198.208842538,0,0,0,0,0,0,0,0,0,0,2630097,5608512
198.20960714,0,0,0,0,0,0,0,0,31664394,52723284,0,0
198.210476155,0,0,0,0,2209762,5447506,0,0,0,0,0,0
198.214918639,0,0,31909556,45562396,0,0,0,0,0,0,0,0
200.208717643,0,0,0,0,0,0,5876160,3108838,0,0,0,0
200.210063102,5666365,2452855,0,0,0,0,0,0,0,0,0,0
200.210977371,0,0,0,0,2258690,5476916,0,0,0,0,0,0
200.211278786,0,0,0,0,0,0,0,0,0,0,2831916,6200920
200.21207701,0,0,0,0,0,0,0,0,33160556,55087120,0,0
200.216984934,0,0,32575802,46549547,0,0,0,0,0,0,0,0
202.210518792,0,0,0,0,0,0,5478911,3036074,0,0,0,0
202.211842971,5040445,2310109,0,0,0,0,0,0,0,0,0,0
202.213199015,0,0,0,0,2237479,5250979,0,0,0,0,0,0
202.213385545,0,0,0,0,0,0,0,0,0,0,2749660,5762904
202.213605578,0,0,0,0,0,0,0,0,32566943,55155366,0,0
202.219454579,0,0,33195482,47754204,0,0,0,0,0,0,0,0
204.212745709,0,0,0,0,0,0,5449065,3086824,0,0,0,0
204.214061046,5867716,2554665,0,0,0,0,0,0,0,0,0,0
204.214978047,0,0,0,0,2445986,6038715,0,0,0,0,0,0
204.21580266,0,0,0,0,0,0,0,0,0,0,3051512,6471486
204.215840279,0,0,0,0,0,0,0,0,33546445,56140744,0,0
204.221511783,0,0,34212658,47967889,0,0,0,0,0,0,0,0
206.214520536,0,0,0,0,0,0,6209894,3428034,0,0,0,0
206.215842369,5256303,2442975,0,0,0,0,0,0,0,0,0,0
206.217425785,0,0,0,0,2431481,5706934,0,0,0,0,0,0
206.217609508,0,0,0,0,0,0,0,0,35555761,55414655,0,0
206.217912422,0,0,0,0,0,0,0,0,0,0,2940671,5889221
206.228343557,0,0,35971009,49970234,0,0,0,0,0,0,0,0
208.216746095,0,0,0,0,0,0,5665902,3274087,0,0,0,0
208.218059583,5317742,2464588,0,0,0,0,0,0,0,0,0,0
208.218999228,0,0,0,0,2438444,5558131,0,0,0,0,0,0
208.219852807,0,0,0,0,0,0,0,0,35734614,56296339,0,0
208.220334377,0,0,0,0,0,0,0,0,0,0,2986686,5998315
208.230602115,0,0,44248881,44089474,0,0,0,0,0,0,0,0
210.218521596,0,0,0,0,0,0,5740629,3345908,0,0,0,0
210.219844665,6133695,2699911,0,0,0,0,0,0,0,0,0,0
210.22143345,0,0,0,0,2653713,6327371,0,0,0,0,0,0
210.221606717,0,0,0,0,0,0,0,0,36470204,58508873,0,0
210.222430554,0,0,0,0,0,0,0,0,0,0,3371520,6817604
210.232984636,0,0,43039138,44025427,0,0,0,0,0,0,0,0
212.221516627,0,0,0,0,0,0,6607864,3755396,0,0,0,0
212.222073183,5490608,2611897,0,0,0,0,0,0,0,0,0,0
212.223515916,0,0,0,0,2585556,5752630,0,0,0,0,0,0
212.223854692,0,0,0,0,0,0,0,0,36601695,59366868,0,0
212.22484528,0,0,0,0,0,0,0,0,0,0,3228943,6261631
212.235468044,0,0,48599834,40433263,0,0,0,0,0,0,0,0
214.222520253,0,0,0,0,0,0,6057354,3599939,0,0,0,0
214.223842616,5613506,2693638,0,0,0,0,0,0,0,0,0,0
214.22560809,0,0,0,0,0,0,0,0,37218474,59860385,0,0
214.225956506,0,0,0,0,2778055,6557216,0,0,0,0,0,0
214.227071497,0,0,0,0,0,0,0,0,0,0,3517721,6909832
214.23751515,0,0,52148394,37061467,0,0,0,0,0,0,0,0
216.224739002,0,0,0,0,0,0,6974037,4061750,0,0,0,0
216.226470965,6453843,2946916,0,0,0,0,0,0,0,0,0,0
216.227848868,0,0,0,0,0,0,0,0,37649609,62181813,0,0
216.228044288,0,0,0,0,2685805,5950597,0,0,0,0,0,0
216.229384134,0,0,0,0,0,0,0,0,0,0,3478242,6641257
216.2399328,0,0,53090695,37993953,0,0,0,0,0,0,0,0
218.226518941,0,0,0,0,0,0,6309571,3894722,0,0,0,0
218.227842754,5818270,2792176,0,0,0,0,0,0,0,0,0,0
218.229607845,0,0,0,0,0,0,0,0,37840022,63344679,0,0
218.230488735,0,0,0,0,2755609,6023931,0,0,0,0,0,0
218.231803535,0,0,0,0,0,0,0,0,0,0,3542454,6612020
218.242389817,0,0,53902993,38850474,0,0,0,0,0,0,0,0
220.228740876,0,0,0,0,0,0,6366348,3976362,0,0,0,0
220.230064053,6657350,3024775,0,0,0,0,0,0,0,0,0,0
220.231853049,0,0,0,0,0,0,0,0,39837558,63564916,0,0
220.23256355,0,0,0,0,2997625,6910825,0,0,0,0,0,0
220.233902463,0,0,0,0,0,0,0,0,0,0,4128391,8138901
220.244456755,0,0,54653011,38733208,0,0,0,0,0,0,0,0
222.230518599,0,0,0,0,0,0,7175291,4417647,0,0,0,0
222.231842995,6018566,2928433,0,0,0,0,0,0,0,0,0,0
222.233604571,0,0,0,0,0,0,0,0,45288433,58786588,0,0
222.234997652,0,0,0,0,2852514,6322526,0,0,0,0,0,0
222.236272671,0,0,0,0,0,0,0,0,0,0,4026263,7669542
222.246916853,0,0,61673848,31932714,0,0,0,0,0,0,0,0
224.232747811,0,0,0,0,0,0,6638742,4269176,0,0,0,0
224.234060738,6142305,3023945,0,0,0,0,0,0,0,0,0,0
224.235850652,0,0,0,0,0,0,0,0,46063472,59617844,0,0
224.237429573,0,0,0,0,3094536,7120411,0,0,0,0,0,0
224.238430914,0,0,0,0,0,0,0,0,0,0,3931469,7162813
224.248984478,0,0,62919369,31112888,0,0,0,0,0,0,0,0
226.234519411,0,0,0,0,0,0,7365340,4632292,0,0,0,0
226.235843172,6941807,3324202,0,0,0,0,0,0,0,0,0,0
226.23760633,0,0,0,0,0,0,0,0,49243444,58763317,0,0
226.239522202,0,0,0,0,3028032,6632712,0,0,0,0,0,0
226.240862324,0,0,0,0,0,0,0,0,0,0,4328155,8017007
226.251462194,0,0,63738562,31533749,0,0,0,0,0,0,0,0
228.236742447,0,0,0,0,0,0,6857180,4481216,0,0,0,0
228.238069588,6376480,3197879,0,0,0,0,0,0,0,0,0,0
228.239849227,0,0,0,0,0,0,0,0,52819903,55667730,0,0
228.241954745,0,0,0,0,3003393,6543695,0,0,0,0,0,0
228.243269596,0,0,0,0,0,0,0,0,0,0,4149304,7311932
228.25351059,0,0,66122340,27887983,0,0,0,0,0,0,0,0
230.238518661,0,0,0,0,0,0,6960631,4575683,0,0,0,0
230.23984333,7072072,3408303,0,0,0,0,0,0,0,0,0,0
230.241604376,0,0,0,0,0,0,0,0,54088158,56860026,0,0
230.244044661,0,0,0,0,3264260,7367267,0,0,0,0,0,0
230.245390014,0,0,0,0,0,0,0,0,0,0,4598759,8231179
230.255933325,0,0,66715191,26062603,0,0,0,0,0,0,0,0
232.240738487,0,0,0,0,0,0,7760357,5027243,0,0,0,0
232.2420741,6543197,3310393,0,0,0,0,0,0,0,0,0,0
232.243840925,0,0,0,0,0,0,0,0,61595087,50620691,0,0
232.246486081,0,0,0,0,3169230,6784351,0,0,0,0,0,0
232.247815779,0,0,0,0,0,0,0,0,0,0,4435194,7595668
232.258406697,0,0,67355233,27682122,0,0,0,0,0,0,0,0
234.242520305,0,0,0,0,0,0,7187807,4764382,0,0,0,0
234.24384224,6790651,3407980,0,0,0,0,0,0,0,0,0,0
234.245606261,0,0,0,0,0,0,0,0,62578816,50598305,0,0
234.24856418,0,0,0,0,3244869,6939304,0,0,0,0,0,0
234.249910851,0,0,0,0,0,0,0,0,0,0,4529912,7677502
234.260459897,0,0,67472010,27661153,0,0,0,0,0,0,0,0
236.245814607,0,0,0,0,0,0,7406812,4953968,0,0,0,0
236.246062485,7747816,3706020,0,0,0,0,0,0,0,0,0,0
236.247850152,0,0,0,0,0,0,0,0,65160750,51616501,0,0
236.250993695,0,0,0,0,3528051,7819855,0,0,0,0,0,0
236.252335125,0,0,0,0,0,0,0,0,0,0,4965149,8502399
236.262939366,0,0,69146584,27793540,0,0,0,0,0,0,0,0
238.246520092,0,0,0,0,0,0,8007689,5269394,0,0,0,0
238.247841986,6824513,3466956,0,0,0,0,0,0,0,0,0,0
238.249614664,0,0,0,0,0,0,0,0,63021486,53105978,0,0
238.253437976,0,0,0,0,3377534,7135655,0,0,0,0,0,0
238.254432764,0,0,0,0,0,0,0,0,0,0,4846913,7949960
238.264991522,0,0,69523187,33344477,0,0,0,0,0,0,0,0
240.248746407,0,0,0,0,0,0,7576476,5160974,0,0,0,0
240.250058972,7218512,3648110,0,0,0,0,0,0,0,0,0,0
240.251850956,0,0,0,0,0,0,0,0,63535141,53627328,0,0
240.255519183,0,0,0,0,3686781,8113903,0,0,0,0,0,0
240.256857377,0,0,0,0,0,0,0,0,0,0,5264623,8802060
240.267465685,0,0,69168293,36333923,0,0,0,0,0,0,0,0
242.250522255,0,0,0,0,0,0,8378758,5570218,0,0,0,0
242.251843881,7445902,3757568,0,0,0,0,0,0,0,0,0,0
242.253603893,0,0,0,0,0,0,0,0,64339738,55777744,0,0
242.257925458,0,0,0,0,3652431,7701810,0,0,0,0,0,0
242.259274486,0,0,0,0,0,0,0,0,0,0,5068993,8256290
242.269939269,0,0,70254994,37233134,0,0,0,0,0,0,0,0
244.252749212,0,0,0,0,0,0,7813883,5373218,0,0,0,0
244.254071678,7118328,3719801,0,0,0,0,0,0,0,0,0,0
244.25585007,0,0,0,0,0,0,0,0,65226180,54826174,0,0
244.260042353,0,0,0,0,3698626,7712989,0,0,0,0,0,0
244.261386908,0,0,0,0,0,0,0,0,0,0,5208030,8377691
244.271912761,0,0,65775843,45454843,0,0,0,0,0,0,0,0
246.254519186,0,0,0,0,0,0,7959940,5557776,0,0,0,0
246.255842404,7967318,4001245,0,0,0,0,0,0,0,0,0,0
246.257605885,0,0,0,0,0,0,0,0,67337603,55544097,0,0
246.262477332,0,0,0,0,3898533,8352059,0,0,0,0,0,0
246.263799504,0,0,0,0,0,0,0,0,0,0,5663931,9233733
246.27414831,0,0,66256451,46086841,0,0,0,0,0,0,0,0
248.256742017,0,0,0,0,0,0,8760380,6050711,0,0,0,0
248.258065242,7374152,3889718,0,0,0,0,0,0,0,0,0,0
248.259846317,0,0,0,0,0,0,0,0,72010995,50775945,0,0
248.264569438,0,0,0,0,3884564,7770926,0,0,0,0,0,0
248.265903075,0,0,0,0,0,0,0,0,0,0,6041837,9944426
248.275911,0,0,64018432,50212605,0,0,0,0,0,0,0,0
250.258520105,0,0,0,0,0,0,8217051,5893799,0,0,0,0
250.259842476,7439856,3978429,0,0,0,0,0,0,0,0,0,0
250.261605414,0,0,0,0,0,0,0,0,70699211,52839389,0,0
250.267003709,0,0,0,0,4202982,8685055,0,0,0,0,0,0
250.268295969,0,0,0,0,0,0,0,0,0,0,5842768,9255102
250.278163873,0,0,58975244,56370639,0,0,0,0,0,0,0,0
252.260743277,0,0,0,0,0,0,8980654,6406271,0,0,0,0
252.262065345,8287841,4296030,0,0,0,0,0,0,0,0,0,0
252.263850299,0,0,0,0,0,0,0,0,66499697,61670041,0,0
252.26944007,0,0,0,0,4098670,8057977,0,0,0,0,0,0
252.270416893,0,0,0,0,0,0,0,0,0,0,6057837,9489791
252.279910218,0,0,59996837,56620055,0,0,0,0,0,0,0,0
254.262520202,0,0,0,0,0,0,8484838,6251447,0,0,0,0
254.263843194,7687834,4174768,0,0,0,0,0,0,0,0,0,0
254.265607916,0,0,0,0,0,0,0,0,64522875,64694473,0,0
254.271520369,0,0,0,0,4179870,8124499,0,0,0,0,0,0
254.272641349,0,0,0,0,0,0,0,0,0,0,6020147,9264540
254.282153703,0,0,46323722,71147092,0,0,0,0,0,0,0,0
256.264735282,0,0,0,0,0,0,8585492,6409915,0,0,0,0
256.266063025,8688950,4534495,0,0,0,0,0,0,0,0,0,0
256.267850132,0,0,0,0,0,0,0,0,68509925,66781959,0,0
256.273962455,0,0,0,0,4449100,8994108,0,0,0,0,0,0
256.275174827,0,0,0,0,0,0,0,0,0,0,6485556,10109254
256.283911834,0,0,43066430,74586357,0,0,0,0,0,0,0,0
258.266519355,0,0,0,0,0,0,9375213,6948190,0,0,0,0
258.267841349,7919619,4393142,0,0,0,0,0,0,0,0,0,0
258.269605421,0,0,0,0,0,0,0,0,66434723,66591479,0,0
258.276040213,0,0,0,0,4353399,8300468,0,0,0,0,0,0
258.276842165,0,0,0,0,0,0,0,0,0,0,6241660,9410760
258.286146391,0,0,42752322,76435987,0,0,0,0,0,0,0,0
260.268711174,0,0,0,0,0,0,8873943,6796687,0,0,0,0
260.270061904,8012002,4509011,0,0,0,0,0,0,0,0,0,0
260.271843656,0,0,0,0,0,0,0,0,68290788,68279634,0,0
260.278474254,0,0,0,0,4560738,8600936,0,0,0,0,0,0
260.279455276,0,0,0,0,0,0,0,0,0,0,6407752,9541410
260.287910748,0,0,35768418,80217428,0,0,0,0,0,0,0,0
262.270518794,0,0,0,0,0,0,9254858,7100601,0,0,0,0
262.271842965,8850908,4878400,0,0,0,0,0,0,0,0,0,0
262.274150846,0,0,0,0,0,0,0,0,68363186,69413269,0,0
262.280694503,0,0,0,0,4731190,9028960,0,0,0,0,0,0
262.280843872,0,0,0,0,0,0,0,0,0,0,6942967,10409416
262.290195785,0,0,36270527,80868727,0,0,0,0,0,0,0,0
264.272734002,0,0,0,0,0,0,9506314,7353169,0,0,0,0
264.274069823,8230079,4740729,0,0,0,0,0,0,0,0,0,0
264.276629571,0,0,0,0,0,0,0,0,69659181,69771149,0,0
264.283001081,0,0,0,0,4679228,8671659,0,0,0,0,0,0
264.283065084,0,0,0,0,0,0,0,0,0,0,6807584,9897119
264.291910964,0,0,38091010,81511214,0,0,0,0,0,0,0,0
266.274518453,0,0,0,0,0,0,9297610,7336455,0,0,0,0
266.27584316,8724992,4983497,0,0,0,0,0,0,0,0,0,0
266.278676855,0,0,0,0,0,0,0,0,71061618,70076524,0,0
266.284843347,0,0,0,0,0,0,0,0,0,0,7312070,10774476
266.28544069,0,0,0,0,5022230,9530784,0,0,0,0,0,0
266.294151072,0,0,38619375,81557556,0,0,0,0,0,0,0,0
268.276734251,0,0,0,0,0,0,10044510,7858219,0,0,0,0
268.278059873,8772274,5048378,0,0,0,0,0,0,0,0,0,0
268.281233376,0,0,0,0,0,0,0,0,76149423,64936714,0,0
268.287065786,0,0,0,0,0,0,0,0,0,0,7112790,10145067
268.287526952,0,0,0,0,4897286,8906131,0,0,0,0,0,0
268.295910816,0,0,39539320,82492443,0,0,0,0,0,0,0,0
270.278527091,0,0,0,0,0,0,9551734,7671161,0,0,0,0
270.279843276,8547558,5083259,0,0,0,0,0,0,0,0,0,0
270.283341626,0,0,0,0,0,0,0,0,75750903,65787924,0,0
270.28884389,0,0,0,0,0,0,0,0,0,0,7620488,10923074
270.289966253,0,0,0,0,5020656,9058608,0,0,0,0,0,0
270.298143835,0,0,48183622,80993633,0,0,0,0,0,0,0,0
272.280750873,0,0,0,0,0,0,9746967,7942480,0,0,0,0
272.282066587,9517326,5469858,0,0,0,0,0,0,0,0,0,0
272.285601316,0,0,0,0,0,0,0,0,80517447,63348489,0,0
272.291056826,0,0,0,0,0,0,0,0,0,0,8188193,11758254
272.29204288,0,0,0,0,5403018,9985092,0,0,0,0,0,0
272.299911971,0,0,48591523,81890305,0,0,0,0,0,0,0,0
274.282518425,0,0,0,0,0,0,10515752,8543532,0,0,0,0
274.283844184,8820305,5276103,0,0,0,0,0,0,0,0,0,0
274.288198711,0,0,0,0,0,0,0,0,82932200,58059329,0,0
274.292843165,0,0,0,0,0,0,0,0,0,0,7794763,10700443
274.294490742,0,0,0,0,5280514,9276932,0,0,0,0,0,0
274.302157956,0,0,49334302,83350095,0,0,0,0,0,0,0,0
