BST Results
Date, Time, DS_name, num_DS, num_threads, thread_config, DS_config, duration, keyspace, interval, Op0, Op1, TotalOps
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 360, 160000, 10,1068236627,1070828414,2139065041
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 370, 160000, 10,1094814379,1097419098,18446744071606817797
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 380, 160000, 10,1121318223,1123941371,18446744071659843914
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 390, 160000, 10,1147765791,1150403654,18446744071712753765
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 400, 160000, 10,1174151576,1176810649,18446744071765546545
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 410, 160000, 10,1200474506,1203149035,18446744071818207861
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 420, 160000, 10,1226745977,1229432556,18446744071870762853
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 430, 160000, 10,1252960521,1255672380,18446744071923217221
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 440, 160000, 10,1279110039,1281843751,18446744071975538110
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 450, 160000, 10,1305213632,1307964542,18446744072027762494
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 460, 160000, 10,1331259468,1334032069,18446744072079875857
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 470, 160000, 10,1357243418,1360041382,18446744072131869120
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 480, 160000, 10,1383177761,1386006364,18446744072183768445
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 490, 160000, 10,1409065257,1411918872,18446744072235568449
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 500, 160000, 10,1434909931,1437787563,18446744072287281814
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 510, 160000, 10,1460706053,1463610098,18446744072338900471
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 520, 160000, 10,1486456798,1489376787,18446744072390417905
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 530, 160000, 10,1512165991,1515108365,18446744072441858676
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 540, 160000, 10,1537840738,1540803773,18446744072493228831
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 550, 160000, 10,1563473412,1566455080,18446744072544512812
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 560, 160000, 10,1589058235,1592073887,18446744072595716442
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 570, 160000, 10,1614611235,1617654369,18446744072646849924
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 580, 160000, 10,1640302188,1643268110,18446744072698154618
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 590, 160000, 10,1666099120,1668925163,18446744072749608603
2025-03-17, 18:59:26, bst, 10000, 20, regular, numa, 600, 160000, 10,1691561322,1694403857,18446744072800549499
2025-03-17, 18:59:29, bst, 10000, 20, regular, regular, 0, 160000, 10,0,0,0
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 10, 160000, 10,47639951,47864961,95504912
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 20, 160000, 10,88738350,88492116,177230466
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 30, 160000, 10,127388264,126690044,254078308
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 40, 160000, 10,164449187,163340026,327789213
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 50, 160000, 10,200373580,198865544,399239124
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 60, 160000, 10,235433594,233552460,468986054
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 70, 160000, 10,269794702,267555650,537350352
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 80, 160000, 10,303565763,300976064,604541827
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 90, 160000, 10,336858086,333924288,670782374
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 100, 160000, 10,369723636,366459383,736183019
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 110, 160000, 10,402218451,398629622,800848073
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 120, 160000, 10,434363327,430495953,864859280
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 130, 160000, 10,466195550,462109772,928305322
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 140, 160000, 10,497757999,493423451,991181450
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 150, 160000, 10,529070837,524482251,1053553088
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 160, 160000, 10,560151364,555318377,1115469741
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 170, 160000, 10,591020143,585947545,1176967688
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 180, 160000, 10,621699722,616382849,1238082571
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 190, 160000, 10,652192397,646653546,1298845943
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 200, 160000, 10,682519810,676749827,1359269637
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 210, 160000, 10,712688599,706698397,1419386996
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 220, 160000, 10,742691168,736482091,1479173259
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 230, 160000, 10,772568920,766133594,1538702514
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 240, 160000, 10,802308355,795646525,1597954880
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 250, 160000, 10,831920133,825035075,1656955208
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 260, 160000, 10,861401849,854299990,1715701839
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 270, 160000, 10,890784763,883472886,1774257649
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 280, 160000, 10,920049207,912525096,1832574303
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 290, 160000, 10,949209560,941477089,1890686649
2025-03-17, 19:10:26, bst, 10000, 20, regular, regular, 300, 160000, 10,978273600,970333042,1948606642
