BST Results
Date, Time, DS_name, num_DS, num_threads, thread_config, DS_config, duration, crossover,keyspace, Op0, Op1, TotalOps
2025-01-31, 23:09:26, bst, 1024, 20, split, numa, 20, 20, 1600000, 43726097, 44210089, 87936186
2025-01-31, 23:11:24, bst, 1024, 20, split, numa, 20, 100, 1600000, 43632578, 43107670, 86740248
2025-01-31, 23:13:23, bst, 1024, 20, split, regular, 20, 0, 1600000, 29157432, 30530800, 59688232
2025-01-31, 23:15:16, bst, 1024, 20, split, regular, 20, 20, 1600000, 22420948, 22121590, 44542538
2025-01-31, 23:17:09, bst, 1024, 20, split, regular, 20, 100, 1600000, 27344827, 27092182, 54437009
2025-01-31, 23:19:02, bst, 1024, 40, numa, numa, 20, 0, 1600000, 51308889, 50640488, 101949377
2025-01-31, 23:21:01, bst, 1024, 40, numa, numa, 20, 20, 1600000, 51647093, 50956616, 102603709
2025-01-31, 23:23:00, bst, 1024, 40, numa, numa, 20, 100, 1600000, 43420173, 43745278, 87165451
2025-01-31, 23:24:58, bst, 1024, 40, numa, regular, 20, 0, 1600000, 44471982, 45753424, 90225406
2025-01-31, 23:26:51, bst, 1024, 40, numa, regular, 20, 20, 1600000, 46059282, 45805135, 91864417
2025-01-31, 23:28:44, bst, 1024, 40, numa, regular, 20, 100, 1600000, 30874484, 30679006, 61553490
2025-01-31, 23:30:36, bst, 1024, 40, regular, numa, 20, 0, 1600000, 51628971, 52184405, 103813376
2025-01-31, 23:32:36, bst, 1024, 40, regular, numa, 20, 20, 1600000, 49125687, 50701132, 99826819
2025-01-31, 23:34:34, bst, 1024, 40, regular, numa, 20, 100, 1600000, 48690724, 47277601, 95968325
2025-01-31, 23:36:33, bst, 1024, 40, regular, regular, 20, 0, 1600000, 35866864, 36353934, 72220798
2025-01-31, 23:38:25, bst, 1024, 40, regular, regular, 20, 20, 1600000, 33787114, 35395223, 69182337
2025-01-31, 23:40:18, bst, 1024, 40, regular, regular, 20, 100, 1600000, 25598145, 29383315, 54981460
2025-01-31, 23:42:11, bst, 1024, 40, split, numa, 20, 0, 1600000, 44087463, 45427409, 89514872
2025-01-31, 23:44:10, bst, 1024, 40, split, numa, 20, 20, 1600000, 47894416, 50047437, 97941853
2025-01-31, 23:46:09, bst, 1024, 40, split, numa, 20, 100, 1600000, 48473207, 45422164, 93895371
2025-01-31, 23:48:08, bst, 1024, 40, split, regular, 20, 0, 1600000, 27698485, 27339441, 55037926
2025-01-31, 23:50:01, bst, 1024, 40, split, regular, 20, 20, 1600000, 24824353, 24399361, 49223714
2025-01-31, 23:51:54, bst, 1024, 40, split, regular, 20, 100, 1600000, 27063953, 27346358, 54410311

